PRODUCT_DESC_1,PRIOR_NETWORK_LOCATION,POST_NETWORK_LOCATION,PRODUCT_DESC_2,JOB_TYPE,CUSTOMER,SUBREGION,REGION
P1,PRNL7,PONL5,P1,C2,C1,SR46,R6
P1,PRNL7,PONL7,P1,C2,C1,SR46,R6
P1,PRNL8,PONL12,P1,C2,C1,SR46,R6
P1,PRNL8,PONL16,P1,C2,C1,SR46,R6
P1,PRNL8,PONL3,P1,C2,C1,SR46,R6
P1,PRNL1,PONL12,P1,C2,C11,SR46,R6
P1,PRNL1,PONL13,P1,C2,C11,SR46,R6
P1,PRNL1,PONL14,P1,C2,C11,SR46,R6
P1,PRNL1,PONL16,P1,C2,C11,SR46,R6
P1,PRNL1,PONL3,P1,C2,C11,SR46,R6
P1,PRNL1,PONL7,P1,C2,C11,SR46,R6
P1,PRNL2,PONL12,P1,C2,C11,SR46,R6
P1,PRNL2,PONL14,P1,C2,C11,SR46,R6
P1,PRNL2,PONL16,P1,C2,C11,SR46,R6
P1,PRNL2,PONL3,P1,C2,C11,SR46,R6
P1,PRNL2,PONL4,P1,C2,C11,SR46,R6
P1,PRNL2,PONL5,P1,C2,C11,SR46,R6
P1,PRNL2,PONL6,P1,C2,C11,SR46,R6
P1,PRNL2,PONL7,P1,C2,C11,SR46,R6
P1,PRNL5,PONL12,P1,C2,C11,SR46,R6
P1,PRNL5,PONL16,P1,C2,C11,SR46,R6
P1,PRNL5,PONL3,P1,C2,C11,SR46,R6
P1,PRNL5,PONL4,P1,C2,C11,SR46,R6
P1,PRNL5,PONL5,P1,C2,C11,SR46,R6
P1,PRNL6,PONL13,P1,C2,C11,SR46,R6
P1,PRNL6,PONL14,P1,C2,C11,SR46,R6
P1,PRNL6,PONL16,P1,C2,C11,SR46,R6
P1,PRNL6,PONL3,P1,C2,C11,SR46,R6
P1,PRNL6,PONL7,P1,C2,C11,SR46,R6
P1,PRNL7,PONL12,P1,C2,C11,SR46,R6
P1,PRNL7,PONL13,P1,C2,C11,SR46,R6
P1,PRNL7,PONL16,P1,C2,C11,SR46,R6
P1,PRNL7,PONL3,P1,C2,C11,SR46,R6
P1,PRNL7,PONL4,P1,C2,C11,SR46,R6
P1,PRNL7,PONL5,P1,C2,C11,SR46,R6
P1,PRNL7,PONL6,P1,C2,C11,SR46,R6
P1,PRNL7,PONL7,P1,C2,C11,SR46,R6
P1,PRNL8,PONL12,P1,C2,C11,SR46,R6
P1,PRNL8,PONL16,P1,C2,C11,SR46,R6
P1,PRNL8,PONL3,P1,C2,C11,SR46,R6
P1,PRNL8,PONL5,P1,C2,C11,SR46,R6
P1,PRNL2,PONL3,P1,C2,C9,SR46,R6
P1,PRNL5,PONL5,P1,C2,C9,SR46,R6
P1,PRNL7,PONL1,P1,C4,C1,SR46,R6
P1,PRNL7,PONL13,P1,C4,C1,SR46,R6
P1,PRNL7,PONL16,P1,C4,C1,SR46,R6
P1,PRNL7,PONL2,P1,C4,C1,SR46,R6
P1,PRNL7,PONL6,P1,C4,C1,SR46,R6
P1,PRNL7,PONL7,P1,C4,C1,SR46,R6
P1,PRNL7,PONL1,P1,C4,C11,SR46,R6
P1,PRNL7,PONL13,P1,C4,C11,SR46,R6
P1,PRNL7,PONL16,P1,C4,C11,SR46,R6
P1,PRNL1,PONL13,P1,C2,C1,SR56,R6
P1,PRNL1,PONL3,P1,C2,C1,SR56,R6
P1,PRNL1,PONL7,P1,C2,C1,SR56,R6
P1,PRNL2,PONL12,P1,C2,C1,SR56,R6
P1,PRNL2,PONL14,P1,C2,C1,SR56,R6
P1,PRNL2,PONL16,P1,C2,C1,SR56,R6
P1,PRNL2,PONL3,P1,C2,C1,SR56,R6
P1,PRNL2,PONL4,P1,C2,C1,SR56,R6
P1,PRNL2,PONL5,P1,C2,C1,SR56,R6
P1,PRNL2,PONL6,P1,C2,C1,SR56,R6
P1,PRNL2,PONL7,P1,C2,C1,SR56,R6
P1,PRNL3,PONL5,P1,C2,C1,SR56,R6
P1,PRNL5,PONL12,P1,C2,C1,SR56,R6
P1,PRNL5,PONL13,P1,C2,C1,SR56,R6
P1,PRNL5,PONL16,P1,C2,C1,SR56,R6
P1,PRNL5,PONL2,P1,C2,C1,SR56,R6
P1,PRNL5,PONL3,P1,C2,C1,SR56,R6
P1,PRNL5,PONL4,P1,C2,C1,SR56,R6
P1,PRNL5,PONL5,P1,C2,C1,SR56,R6
P1,PRNL5,PONL6,P1,C2,C1,SR56,R6
P1,PRNL6,PONL3,P1,C2,C1,SR56,R6
P1,PRNL6,PONL4,P1,C2,C1,SR56,R6
P1,PRNL7,PONL12,P1,C2,C1,SR56,R6
P1,PRNL7,PONL13,P1,C2,C1,SR56,R6
P1,PRNL7,PONL14,P1,C2,C1,SR56,R6
P1,PRNL7,PONL16,P1,C2,C1,SR56,R6
P1,PRNL7,PONL2,P1,C2,C1,SR56,R6
P1,PRNL7,PONL3,P1,C2,C1,SR56,R6
P1,PRNL7,PONL4,P1,C2,C1,SR56,R6
P1,PRNL7,PONL5,P1,C2,C1,SR56,R6
P1,PRNL7,PONL6,P1,C2,C1,SR56,R6
P1,PRNL7,PONL7,P1,C2,C1,SR56,R6
P1,PRNL8,PONL3,P1,C2,C1,SR56,R6
P1,PRNL8,PONL5,P1,C2,C1,SR56,R6
P1,PRNL1,PONL12,P1,C2,C11,SR56,R6
P1,PRNL1,PONL14,P1,C2,C11,SR56,R6
P1,PRNL1,PONL2,P1,C2,C11,SR56,R6
P1,PRNL1,PONL3,P1,C2,C11,SR56,R6
P1,PRNL1,PONL7,P1,C2,C11,SR56,R6
P1,PRNL2,PONL1,P1,C2,C11,SR56,R6
P1,PRNL2,PONL12,P1,C2,C11,SR56,R6
P1,PRNL2,PONL14,P1,C2,C11,SR56,R6
P1,PRNL2,PONL16,P1,C2,C11,SR56,R6
P1,PRNL2,PONL2,P1,C2,C11,SR56,R6
P1,PRNL2,PONL3,P1,C2,C11,SR56,R6
P1,PRNL2,PONL4,P1,C2,C11,SR56,R6
P1,PRNL2,PONL5,P1,C2,C11,SR56,R6
P1,PRNL2,PONL6,P1,C2,C11,SR56,R6
P1,PRNL2,PONL7,P1,C2,C11,SR56,R6
P1,PRNL5,PONL13,P1,C2,C11,SR56,R6
P1,PRNL5,PONL16,P1,C2,C11,SR56,R6
P1,PRNL5,PONL5,P1,C2,C11,SR56,R6
P1,PRNL5,PONL6,P1,C2,C11,SR56,R6
P1,PRNL6,PONL1,P1,C2,C11,SR56,R6
P1,PRNL6,PONL12,P1,C2,C11,SR56,R6
P1,PRNL6,PONL3,P1,C2,C11,SR56,R6
P1,PRNL6,PONL4,P1,C2,C11,SR56,R6
P1,PRNL6,PONL7,P1,C2,C11,SR56,R6
P1,PRNL7,PONL12,P1,C2,C11,SR56,R6
P1,PRNL7,PONL13,P1,C2,C11,SR56,R6
P1,PRNL7,PONL14,P1,C2,C11,SR56,R6
P1,PRNL7,PONL16,P1,C2,C11,SR56,R6
P1,PRNL7,PONL2,P1,C2,C11,SR56,R6
P1,PRNL7,PONL3,P1,C2,C11,SR56,R6
P1,PRNL7,PONL4,P1,C2,C11,SR56,R6
P1,PRNL7,PONL5,P1,C2,C11,SR56,R6
P1,PRNL7,PONL6,P1,C2,C11,SR56,R6
P1,PRNL7,PONL7,P1,C2,C11,SR56,R6
P1,PRNL8,PONL13,P1,C2,C11,SR56,R6
P1,PRNL8,PONL14,P1,C2,C11,SR56,R6
P1,PRNL8,PONL16,P1,C2,C11,SR56,R6
P1,PRNL8,PONL4,P1,C2,C11,SR56,R6
P1,PRNL2,PONL5,P1,C2,C6,SR56,R6
P1,PRNL5,PONL16,P1,C2,C6,SR56,R6
P1,PRNL2,PONL12,P1,C2,C9,SR56,R6
P1,PRNL2,PONL14,P1,C2,C9,SR56,R6
P1,PRNL2,PONL16,P1,C2,C9,SR56,R6
P1,PRNL5,PONL4,P1,C2,C9,SR56,R6
P1,PRNL6,PONL4,P1,C2,C9,SR56,R6
P1,PRNL7,PONL16,P1,C2,C9,SR56,R6
P1,PRNL2,PONL12,P1,C3,C11,SR56,R6
P1,PRNL7,PONL1,P1,C4,C1,SR56,R6
P1,PRNL7,PONL13,P1,C4,C1,SR56,R6
P1,PRNL7,PONL16,P1,C4,C1,SR56,R6
P1,PRNL7,PONL5,P1,C4,C1,SR56,R6
P1,PRNL7,PONL1,P1,C4,C11,SR56,R6
P1,PRNL7,PONL13,P1,C4,C11,SR56,R6
P1,PRNL7,PONL16,P1,C4,C11,SR56,R6
P1,PRNL8,PONL13,P1,C4,C11,SR56,R6
P1,PRNL7,PONL16,P1,C4,C9,SR56,R6
P1,PRNL1,PONL3,P1,C2,C1,SR9,R6
P1,PRNL1,PONL7,P1,C2,C1,SR9,R6
P1,PRNL2,PONL12,P1,C2,C1,SR9,R6
P1,PRNL2,PONL14,P1,C2,C1,SR9,R6
P1,PRNL2,PONL3,P1,C2,C1,SR9,R6
P1,PRNL2,PONL4,P1,C2,C1,SR9,R6
P1,PRNL2,PONL7,P1,C2,C1,SR9,R6
P1,PRNL5,PONL4,P1,C2,C1,SR9,R6
P1,PRNL5,PONL5,P1,C2,C1,SR9,R6
P1,PRNL6,PONL12,P1,C2,C1,SR9,R6
P1,PRNL6,PONL14,P1,C2,C1,SR9,R6
P1,PRNL6,PONL3,P1,C2,C1,SR9,R6
P1,PRNL6,PONL7,P1,C2,C1,SR9,R6
P1,PRNL7,PONL12,P1,C2,C1,SR9,R6
P1,PRNL7,PONL13,P1,C2,C1,SR9,R6
P1,PRNL7,PONL14,P1,C2,C1,SR9,R6
P1,PRNL7,PONL16,P1,C2,C1,SR9,R6
P1,PRNL7,PONL3,P1,C2,C1,SR9,R6
P1,PRNL7,PONL4,P1,C2,C1,SR9,R6
P1,PRNL7,PONL5,P1,C2,C1,SR9,R6
P1,PRNL8,PONL12,P1,C2,C1,SR9,R6
P1,PRNL8,PONL13,P1,C2,C1,SR9,R6
P1,PRNL8,PONL14,P1,C2,C1,SR9,R6
P1,PRNL8,PONL3,P1,C2,C1,SR9,R6
P1,PRNL1,PONL13,P1,C2,C11,SR9,R6
P1,PRNL1,PONL3,P1,C2,C11,SR9,R6
P1,PRNL1,PONL7,P1,C2,C11,SR9,R6
P1,PRNL2,PONL12,P1,C2,C11,SR9,R6
P1,PRNL2,PONL14,P1,C2,C11,SR9,R6
P1,PRNL2,PONL3,P1,C2,C11,SR9,R6
P1,PRNL2,PONL4,P1,C2,C11,SR9,R6
P1,PRNL2,PONL7,P1,C2,C11,SR9,R6
P1,PRNL5,PONL16,P1,C2,C11,SR9,R6
P1,PRNL5,PONL3,P1,C2,C11,SR9,R6
P1,PRNL5,PONL5,P1,C2,C11,SR9,R6
P1,PRNL6,PONL3,P1,C2,C11,SR9,R6
P1,PRNL6,PONL6,P1,C2,C11,SR9,R6
P1,PRNL7,PONL12,P1,C2,C11,SR9,R6
P1,PRNL7,PONL13,P1,C2,C11,SR9,R6
P1,PRNL7,PONL14,P1,C2,C11,SR9,R6
P1,PRNL7,PONL16,P1,C2,C11,SR9,R6
P1,PRNL7,PONL3,P1,C2,C11,SR9,R6
P1,PRNL7,PONL4,P1,C2,C11,SR9,R6
P1,PRNL7,PONL5,P1,C2,C11,SR9,R6
P1,PRNL7,PONL6,P1,C2,C11,SR9,R6
P1,PRNL7,PONL7,P1,C2,C11,SR9,R6
P1,PRNL8,PONL12,P1,C2,C11,SR9,R6
P1,PRNL8,PONL3,P1,C2,C11,SR9,R6
P1,PRNL6,PONL3,P1,C2,C6,SR9,R6
P1,PRNL8,PONL12,P1,C2,C6,SR9,R6
P1,PRNL8,PONL4,P1,C2,C6,SR9,R6
P1,PRNL8,PONL6,P1,C2,C6,SR9,R6
P1,PRNL2,PONL2,P1,C2,C9,SR9,R6
P1,PRNL2,PONL4,P1,C2,C9,SR9,R6
P1,PRNL7,PONL3,P1,C2,C9,SR9,R6
P1,PRNL7,PONL1,P1,C4,C1,SR9,R6
P1,PRNL7,PONL13,P1,C4,C1,SR9,R6
P1,PRNL7,PONL2,P1,C4,C1,SR9,R6
P1,PRNL7,PONL1,P1,C4,C11,SR9,R6
P1,PRNL1,PONL3,P1,C2,C1,SR12,R7
P1,PRNL1,PONL6,P1,C2,C1,SR12,R7
P1,PRNL1,PONL7,P1,C2,C1,SR12,R7
P1,PRNL2,PONL12,P1,C2,C1,SR12,R7
P1,PRNL2,PONL13,P1,C2,C1,SR12,R7
P1,PRNL2,PONL14,P1,C2,C1,SR12,R7
P1,PRNL2,PONL2,P1,C2,C1,SR12,R7
P1,PRNL2,PONL3,P1,C2,C1,SR12,R7
P1,PRNL2,PONL5,P1,C2,C1,SR12,R7
P1,PRNL2,PONL6,P1,C2,C1,SR12,R7
P1,PRNL2,PONL7,P1,C2,C1,SR12,R7
P1,PRNL3,PONL16,P1,C2,C1,SR12,R7
P1,PRNL5,PONL16,P1,C2,C1,SR12,R7
P1,PRNL5,PONL5,P1,C2,C1,SR12,R7
P1,PRNL6,PONL14,P1,C2,C1,SR12,R7
P1,PRNL6,PONL3,P1,C2,C1,SR12,R7
P1,PRNL6,PONL4,P1,C2,C1,SR12,R7
P1,PRNL6,PONL5,P1,C2,C1,SR12,R7
P1,PRNL6,PONL6,P1,C2,C1,SR12,R7
P1,PRNL7,PONL1,P1,C2,C1,SR12,R7
P1,PRNL7,PONL12,P1,C2,C1,SR12,R7
P1,PRNL7,PONL13,P1,C2,C1,SR12,R7
P1,PRNL7,PONL14,P1,C2,C1,SR12,R7
P1,PRNL7,PONL16,P1,C2,C1,SR12,R7
